review_text,rating,date,bank,source,sentiment,sentiment_score,themes
wweeeer,4,2024-11-12,BOA,Google Play,neutral,0.0,Other
infinx,5,2024-11-12,BOA,Google Play,neutral,0.0,Other
great service,5,2024-11-12,BOA,Google Play,positive,0.8,Customer Support
this app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,negative,-0.2,Other
senayt mesfin,4,2024-11-08,BOA,Google Play,neutral,0.0,Other
bad app vety bad.,1,2024-11-07,BOA,Google Play,negative,-0.6999999999999998,Other
abessnya banke,5,2024-11-05,BOA,Google Play,neutral,0.0,Other
"the most useless app, i never expected such an irrelevant app from boa. big shame!",1,2024-11-04,BOA,Google Play,neutral,-0.075,Other
professional on banking app,5,2024-11-01,BOA,Google Play,neutral,0.1,Other
has some nice interface but always freezes or slow to load .app developers please fix this issue.,3,2024-10-27,BOA,Google Play,positive,0.14999999999999997,Other
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,neutral,0.0,Other
please try another because this app doesnt feet the need of this generation,1,2024-10-25,BOA,Google Play,neutral,0.0,Other
fast transfer,5,2024-10-24,BOA,Google Play,positive,0.2,Other
"whats up i cant log in, whats wrong",5,2024-10-22,BOA,Google Play,negative,-0.5,Other
amrumehamed,1,2024-10-21,BOA,Google Play,neutral,0.0,Other
"nice to meet you my proud bank in ethiopia.. im a member of this bank, i need to solve my problem of international receiving money for me from my online digital working services over the world please? im working a lot of international money.but i cant get direct in ethiopia because of dont knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please ?",5,2024-10-18,BOA,Google Play,positive,0.225,Customer Support
ደደገነሐ,5,2024-10-15,BOA,Google Play,neutral,0.0,Other
"terrible bank experience its unbelievable that with all the modern technology, this bank still struggles with even basic transactions. the app constantly crashes, services are limited, and every time i try to transfer money or load telebirr, theres a huge delay. i have to wait 5 days for failed transactions to be refunded! even ussd is unreliable. theyve put me in embarrassing situations countless times, and customer care never fixes anything. ive switched banks, and you should too!",1,2024-10-14,BOA,Google Play,negative,-0.14960317460317463,"App Crashes, Transfer Delays, Customer Support"
a painfully slow banking app service. please dont make it your choice!,1,2024-10-13,BOA,Google Play,negative,-0.37500000000000006,Customer Support
best app to me,5,2024-10-11,BOA,Google Play,positive,1.0,Other
abdulkadir,5,2024-10-11,BOA,Google Play,neutral,0.0,Other
bad,1,2024-10-10,BOA,Google Play,negative,-0.6999999999999998,Other
if it is possible i would gove0 star,1,2024-10-08,BOA,Google Play,neutral,0.0,Other
nise mobile bankig,4,2024-10-05,BOA,Google Play,neutral,0.0,Other
overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,positive,0.11499999999999999,Other
ok,5,2024-10-04,BOA,Google Play,positive,0.5,Other
just make it work please this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,neutral,0.0,Other
update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,neutral,0.0,Other
"stop telling me what to do with my phone, boa. why does your newly updated app keep asking me to disable the developer options? im not slowing down my phone just to use your god damn app.",1,2024-10-04,BOA,Google Play,neutral,-0.009595959595959602,Other
im living out of country how may i download and use mobile banking? it asks me the ethiopia phone number and i cant receive text to confirm because im out side the country. so please lete know if i can use while im outside the country. thanks,1,2024-10-04,BOA,Google Play,neutral,0.1,Other
worest app,1,2024-10-03,BOA,Google Play,neutral,0.0,Other
the worest app ever,1,2024-10-03,BOA,Google Play,neutral,0.0,Other
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,neutral,0.0,Other
very smart app easy to use and friendly,5,2025-11-29,Dashen,Google Play,positive,0.36230158730158735,Other
very exemplery app to other bank aps !,5,2025-11-29,Dashen,Google Play,neutral,0.021875000000000006,Other
good,5,2025-11-29,Dashen,Google Play,positive,0.7,Other
it is an amazing app,4,2025-11-28,Dashen,Google Play,positive,0.6000000000000001,Other
"its fast and easy to communicate to the app and its available all area keep it up.i will make happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen,Google Play,positive,0.4583333333333333,Other
what do you care about my phones settings? who are you to tell me what to turn off and on? it is my phone after all. this develoler option thing will cost you a lot of users who are willing to leave the bank once and for all. turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen,Google Play,positive,0.25,Other
exceptional product.,5,2025-11-23,Dashen,Google Play,positive,0.6666666666666666,Other
very easy app,3,2025-11-23,Dashen,Google Play,positive,0.5633333333333334,Other
"the dashen super app is very impressive. it is fast, easy to use, and provides smooth access to all essential banking services. money transfer, bill payment, balance check, and other features work efficiently without issues. the design is clean and userfriendly. great step forward in digital banking keep up the good work, dashen bank!..",5,2025-11-19,Dashen,Google Play,positive,0.3893939393939394,Feature Requests
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen,Google Play,neutral,0.0,Other
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,Google Play,neutral,-0.07142857142857142,Feature Requests
"its a really slow app, im not sure what the issue is. even other bank transfers are not working",2,2025-11-18,Dashen,Google Play,negative,-0.225,Slow Performance
always updating bad stability,1,2025-11-17,Dashen,Google Play,negative,-0.6999999999999998,Other
"it says disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen,Google Play,negative,-0.2,Other
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen,Google Play,positive,0.3333333333333333,Other
nice,5,2025-11-16,Dashen,Google Play,positive,0.6,Other
eyita tips,1,2025-11-15,Dashen,Google Play,neutral,0.0,Other
clear and presize,5,2025-11-15,Dashen,Google Play,neutral,0.09999999999999999,Other
smooth and easy!!!,5,2025-11-14,Dashen,Google Play,positive,0.6231770833333334,Other
i have had an amazing experience with this appot os convenient and easy to use,5,2025-11-14,Dashen,Google Play,positive,0.5166666666666667,Other
"all in one super app with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen,Google Play,positive,0.3666666666666667,Other
very nice app.,5,2025-11-14,Dashen,Google Play,positive,0.78,Other
system failure transfer to others account,2,2025-11-13,Dashen,Google Play,negative,-0.31666666666666665,Other
thank you,1,2025-11-13,Dashen,Google Play,neutral,0.0,Other
"only the uiux is good, but it doesnt function properly. its a shame that a leading tech bank has such an app. amole is far better.",1,2025-11-13,Dashen,Google Play,positive,0.21666666666666665,Other
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen,Google Play,positive,1.0,Other
wow dashen bank super app,5,2025-11-12,Dashen,Google Play,positive,0.21666666666666667,Other
"this socalled super app is a complete disappointment. its confusing, slow, and full of glitches honestly, it feels like it was designed to test peoples patience, not to help them bank. calling it super is a joke its one of the most useless apps ive ever used.",1,2025-11-11,Dashen,Google Play,neutral,0.05166666666666666,Slow Performance
best mobile banking app in ethiopia .,5,2025-11-11,Dashen,Google Play,positive,1.0,Other
very nice app i have ever seen,5,2025-11-10,Dashen,Google Play,positive,0.78,Other
nasty bank . even the supper app is not working well. when i am calling them they are not response . please dont use this app because you will loss you time energy and everything . hopeless bank .,1,2025-11-10,Dashen,Google Play,negative,-1.0,Other
its good but is not fast,5,2025-11-09,Dashen,Google Play,positive,0.3,Other
your financial system must improved,4,2025-11-09,Dashen,Google Play,neutral,0.0,Other
your service is too good,5,2025-11-09,Dashen,Google Play,positive,0.7,Other
good experience,5,2025-11-09,Dashen,Google Play,positive,0.7,Other
ok,5,2025-11-08,Dashen,Google Play,positive,0.5,Other
"amazing app,",5,2025-11-07,Dashen,Google Play,positive,0.6000000000000001,Other
wooow,5,2025-11-07,Dashen,Google Play,neutral,0.0,Other
nice app,5,2025-11-07,Dashen,Google Play,positive,0.6,Other
best,5,2025-11-07,Dashen,Google Play,positive,1.0,Other
"easy to use, friendly",5,2025-11-06,Dashen,Google Play,positive,0.4041666666666667,Other
"12yr more lc, ucp icc loan",5,2025-11-06,Dashen,Google Play,positive,0.5,Other
"not attractive and friendly app. check awash, cbe apps",1,2025-11-06,Dashen,Google Play,neutral,-0.012500000000000011,Other
amzing,5,2025-11-06,Dashen,Google Play,neutral,0.0,Other
"the dashen super app is very impressive. it is fast, easy to use, and provides smooth access to all essential banking services. money transfer, bill payment, balance check, and other features work efficiently without issues. the design is clean and userfriendly. great step forward in digital banking keep up the good work, dashen bank!",5,2025-11-05,Dashen,Google Play,positive,0.3893939393939394,Feature Requests
betam kerfafa naw,1,2025-11-05,Dashen,Google Play,neutral,0.0,Other
exceptional,5,2025-11-05,Dashen,Google Play,positive,0.6666666666666666,Other
worst app ever,1,2025-11-05,Dashen,Google Play,negative,-1.0,Other
"dashen, always two step ahead.",5,2025-11-05,Dashen,Google Play,neutral,0.0,Other
please try to fix the barrier between other banks specially with commercial bank of ethiopia,3,2025-11-05,Dashen,Google Play,neutral,0.07738095238095238,Other
i am using,5,2025-11-05,Dashen,Google Play,neutral,0.0,Other
it is a wonderful app developed by a local talent. it deserves an appreciation. it will continue to evolve with new exciting features.,5,2025-11-05,Dashen,Google Play,positive,0.30727272727272725,Feature Requests
wonderful app,5,2025-11-05,Dashen,Google Play,positive,1.0,Other
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great i like it",5,2025-11-05,Dashen,Google Play,positive,0.5349999999999999,Feature Requests
go ahead,5,2025-11-05,Dashen,Google Play,neutral,0.0,Other
its supper,5,2025-11-04,Dashen,Google Play,neutral,0.0,Other
its so boring,1,2025-11-04,Dashen,Google Play,negative,-1.0,Other
dashen bank super app is the latest version of online banking system that is the gift from dashen bank for us thanks to dashen,5,2025-11-04,Dashen,Google Play,positive,0.3444444444444444,Other
"i rarely leave reviews, but this app truely deserves one.its efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen,Google Play,positive,0.4291666666666666,Other
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesnt work..i think the problem is it was launched too early.,3,2025-11-04,Dashen,Google Play,positive,0.18,Other
amazing,5,2025-11-03,Dashen,Google Play,positive,0.6000000000000001,Other
wow dashen bank,5,2025-11-03,Dashen,Google Play,neutral,0.1,Other
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen,Google Play,neutral,0.0,Other
"i just updated my app to the latest version and i couldnt even see my balance, send money or do anything. it says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen,Google Play,positive,0.3,Other
its too slow,1,2025-11-01,Dashen,Google Play,negative,-0.30000000000000004,Slow Performance
"before the recent update, this app was great. now, the home page is cluttered with promotions and banners, which really hurts the experience. i think the app stopped being banking app and started only to promote bc 95 of the app is only ads, also full of bugs",1,2025-11-01,Dashen,Google Play,positive,0.225,Other
this might be the worst banking app ive ever used i dont know why kind of bug it is but suddenly the apps stops working it says temporarily unavailable for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this im going to stop using the bank altogether which is a shame because its a decent bank,1,2025-11-01,Dashen,Google Play,neutral,-0.03333333333333334,Feature Requests
the worst app ever. extremely unreliable. such a shame for a big bank.,1,2025-10-31,Dashen,Google Play,negative,-0.28125,Other
app is too slow not opening fast,1,2025-10-31,Dashen,Google Play,neutral,-0.05000000000000002,Slow Performance
"its seems to have some improvements, i dont know whats going on with this app sometimes get collapseed. this is not expected from dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen,Google Play,positive,0.5166666666666667,Other
very nise good,5,2025-10-30,Dashen,Google Play,positive,0.44999999999999996,Other
very interesting,5,2025-10-30,Dashen,Google Play,positive,0.65,Other
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen,Google Play,neutral,0.0,Other
excellent promotion,5,2025-10-30,Dashen,Google Play,positive,1.0,Other
viry good,5,2025-10-29,Dashen,Google Play,positive,0.7,Other
"dashen bank super app is incredibly convenient! easy to use, fast, and reliable a great app to manage everything in one place.",5,2025-10-29,Dashen,Google Play,positive,0.5533333333333333,Other
it is the worst app ever istg,1,2025-10-29,Dashen,Google Play,negative,-1.0,Other
"dashen super app is a gamechanger with its sleek, userfriendly interface. lightningfast responses and seamless navigation make every task a breeze. love the organized layout and clear features that save time daily. fantastic workhighly recommended for effortless banking!",5,2025-10-28,Dashen,Google Play,positive,0.2619047619047619,"Slow Performance, Feature Requests"
"the design is clean and modern, and everything works smoothly without bugs. i love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen,Google Play,positive,0.3666666666666667,Other
"a true banking super app! the dashen super app combines great design, security, and an impressive range of features. highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen,Google Play,positive,0.395,Feature Requests
"i appreciate that this app allowed me to access multiple services in one centralized place. thank you, dashen bank!",5,2025-10-28,Dashen,Google Play,neutral,0.0,Other
"this app makes my daytoday payments so easy. everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen,Google Play,positive,0.7166666666666667,Other
its impressive how consistently the app is improving. ive been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen,Google Play,positive,0.4875,Other
this app has replaced several others for me. it has everything i need in one place.,5,2025-10-28,Dashen,Google Play,neutral,0.0,Other
"the app has evolved impressively over time. the latest release adds dark and light modes that enhance usability and design. its intuitive, modern, and clearly built with the user in mind setting a new benchmark for digital banking.",5,2025-10-28,Dashen,Google Play,positive,0.2732954545454545,Feature Requests
"dashen superapp just keeps improving. the new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen,Google Play,positive,0.3287878787878788,Other
i have been using this app for months and its easy to use and is user friendly thanks dashen bank.,5,2025-10-28,Dashen,Google Play,positive,0.3361111111111111,Other
"finally, banking made simple! everything i need is in one super app. a true game changer for managing my finances on the go.",5,2025-10-28,Dashen,Google Play,neutral,0.056666666666666664,Slow Performance
"ive been using the the app, and its been working really well for my daily transactions. good work",5,2025-10-28,Dashen,Google Play,positive,0.3,Other
"i appreciate how secure this app feels. every transaction comes with confirmation, and i always get alerts immediately.",5,2025-10-28,Dashen,Google Play,positive,0.4,Other
i love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen,Google Play,positive,0.2643939393939394,Other
"this is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen,Google Play,positive,0.6000000000000001,Other
this is one of the most user friendly and impressive apps i have encountered in the banking sector,5,2025-10-28,Dashen,Google Play,positive,0.625,Other
"amazing ui and ux, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen,Google Play,positive,0.4833333333333334,Other
the updated design looks amazing. i really appreciate being able to switch between dark and light mode its a small change that makes a big difference!,5,2025-10-28,Dashen,Google Play,positive,0.18571428571428575,Slow Performance
astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen,Google Play,positive,0.3,Other
"i rarely leave reviews, but this app truly deserves one. its efficient, secure, and makes financial tasks effortless. definitely a 5star experience",5,2025-10-28,Dashen,Google Play,positive,0.175,Other
stunning ui with reliable service!,5,2025-10-28,Dashen,Google Play,positive,0.625,Other
"super up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. designed for a seamless experience, it offers lightningfast transactions, toptier security, and effortless financial management. with super up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen,Google Play,positive,0.18976190476190474,Other
"the ui is impressive, but adding an atm withdrawal feature for cardless cash access would enhance functionality. this may require updates to the atm system as well. please consider this, dev team.",4,2025-10-22,Dashen,Google Play,positive,1.0,Feature Requests
convinent,5,2025-10-22,Dashen,Google Play,neutral,0.0,Other
it is excellent april jest continue more abeaten.....,4,2025-10-19,Dashen,Google Play,positive,0.75,Other
i like it,5,2025-10-18,Dashen,Google Play,neutral,0.0,Other
abdrug bentahuuuu,3,2025-10-17,Dashen,Google Play,neutral,0.0,Other
"dashen superapp is the worst app for me because it consistently fails during transfers. when i try to send money, the transaction freezes for extended periodssometimes a full day, and often two or three days or more. crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like ive lost my money. the app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen,Google Play,neutral,-0.08124999999999998,Other
best application,5,2025-10-14,Dashen,Google Play,positive,1.0,Other
easy,5,2025-10-14,Dashen,Google Play,positive,0.43333333333333335,Other
lmo,5,2025-10-13,Dashen,Google Play,neutral,0.0,Other
meseret birara,5,2025-10-12,Dashen,Google Play,neutral,0.0,Other
it doesnt let me open my account,1,2025-10-12,Dashen,Google Play,neutral,0.0,Other
very good,1,2025-10-11,Dashen,Google Play,positive,0.9099999999999999,Other
it is the best,5,2025-10-11,Dashen,Google Play,positive,1.0,Other
nice and best,5,2025-10-10,Dashen,Google Play,positive,0.8,Other
finish the app development fully before you give the final result. its is very inconvenient and not that reliable at the moment.,1,2025-10-08,Dashen,Google Play,negative,-0.39,Other
hayelu beranu bashre,5,2025-10-07,Dashen,Google Play,neutral,0.0,Other
connection not fast,5,2025-10-07,Dashen,Google Play,neutral,-0.1,Other
"shewangizaw l. as a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. basically the app will do two things verifies one using an otp and then requires an inperson visit to banks physical branch for final verification after resetting the password. therefore, safe to use! i wish informational tip was added around the reset button. could not attach screenshot.",4,2025-10-06,Dashen,Google Play,positive,0.185,Feature Requests
perfect,5,2025-10-06,Dashen,Google Play,positive,1.0,Other
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Dashen,Google Play,positive,1.0,Other
wow,5,2025-10-04,Dashen,Google Play,neutral,0.1,Other
tadesa melka tulluu,1,2025-10-04,Dashen,Google Play,neutral,0.0,Other
i cant open virtual account.i have been trying it for about 3 days still no resolve.,2,2025-10-04,Dashen,Google Play,neutral,0.0,Other
app is passive when compare to amole it takes 35 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Dashen,Google Play,neutral,0.0,Other
withdraw,1,2025-10-02,Dashen,Google Play,neutral,0.0,Other
it takes gazillion years to open,3,2025-10-02,Dashen,Google Play,neutral,0.0,Other
this app is outstanding,5,2025-10-01,Dashen,Google Play,positive,0.5,Other
totally bad,1,2025-10-01,Dashen,Google Play,negative,-0.6999999999999998,Other
i really appreciate but we cant use it if dont have balance or data access,2,2025-10-01,Dashen,Google Play,positive,0.2,Other
ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Dashen,Google Play,neutral,0.0,Other
it fast service,5,2025-09-29,Dashen,Google Play,positive,0.2,Other
"good improvements after the sep 25, 2025 update.",4,2025-09-29,Dashen,Google Play,positive,0.7,Other
i have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. the app allows to reset the pin directly without 2fa like finger print just by sending sms. which is a big gap. it should be addressed i didnt expect but it does and no trust at all.,1,2025-09-28,Dashen,Google Play,neutral,0.05,Feature Requests
i love it,5,2025-09-28,Dashen,Google Play,positive,0.5,Other
gooe,5,2025-09-28,Dashen,Google Play,neutral,0.0,Other
dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen,Google Play,positive,0.6666666666666666,Other
cool app,5,2025-09-27,Dashen,Google Play,positive,0.35,Other
app that makes cashless society in our century and easy to use.,5,2025-09-27,Dashen,Google Play,positive,0.43333333333333335,Other
tadass,1,2025-09-27,Dashen,Google Play,neutral,0.0,Other
ሙሃጂራ,1,2025-09-27,Dashen,Google Play,neutral,0.0,Other
it is an amazing app and all in one,5,2025-09-27,Dashen,Google Play,positive,0.6000000000000001,Other
i dont like it,1,2025-09-27,Dashen,Google Play,neutral,0.0,Other
dashen is the future,5,2025-09-27,Dashen,Google Play,neutral,0.0,Other
the best version in,5,2025-09-27,Dashen,Google Play,positive,1.0,Other
excellent,5,2025-09-26,Dashen,Google Play,positive,1.0,Other
"its amazing app, visually stunning",5,2025-09-26,Dashen,Google Play,positive,0.55,Other
"updates every time , when its updated, it doesnt work at all.",1,2025-09-26,Dashen,Google Play,neutral,0.0,Other
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen,Google Play,positive,0.3625,Other
i love the new user interface,5,2025-09-26,Dashen,Google Play,positive,0.3181818181818182,Other
"appreciated, always one step ahead!",5,2025-09-26,Dashen,Google Play,positive,0.25,Other
the app stops working whenever there is an update unless you update the app. but it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen,Google Play,positive,0.5,Other
"this is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen,Google Play,positive,0.44583333333333336,Other
it cant do without data or wifi,1,2025-09-26,Dashen,Google Play,neutral,0.0,Other
"the best ui banking app from all those i used, other ethiopian banks i used have a really old ui. this is very neat and easy to use. also so reliable.",5,2025-09-26,Dashen,Google Play,positive,0.32166666666666666,Other
so nice !,5,2025-09-26,Dashen,Google Play,positive,0.75,Other
whats the problem with this apps that asking for updates on a daily basis?,1,2025-09-25,Dashen,Google Play,neutral,0.0,Other
"wow, i really loved the new uiux! great job, dashen bank! you guys are the best mobile banking in ethiopia.",5,2025-09-25,Dashen,Google Play,positive,0.594090909090909,Other
excellent ui improvement,5,2025-09-24,Dashen,Google Play,positive,1.0,Other
one of the best app in ethiopia .,5,2025-09-24,Dashen,Google Play,positive,1.0,Other
great app,5,2025-09-23,Dashen,Google Play,positive,0.8,Other
it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen,Google Play,positive,0.7,Other
the worst app. it needs updating everyday. ouch,1,2025-09-19,Dashen,Google Play,negative,-0.6,Other
safe and secure,3,2025-09-18,Dashen,Google Play,positive,0.45,Other
በጣም ምቹ ነው,4,2025-09-15,Dashen,Google Play,neutral,0.0,Other
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen,Google Play,positive,0.2857142857142857,Other
your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen,Google Play,positive,0.2,Other
ዳሺባክ,5,2025-09-11,Dashen,Google Play,neutral,0.0,Other
total,5,2025-09-11,Dashen,Google Play,neutral,0.0,Other
dashen super app is the best,5,2025-09-10,Dashen,Google Play,positive,0.6666666666666666,Other
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ደም ሐማሚጀየየ,5,2025-09-09,Dashen,Google Play,neutral,0.0,Other
not werke,2,2025-09-08,Dashen,Google Play,neutral,0.0,Other
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,Google Play,negative,-0.4000000000000001,Slow Performance
simple and easy to use,5,2025-09-08,Dashen,Google Play,positive,0.21666666666666667,Other
meke,4,2025-09-07,Dashen,Google Play,neutral,0.0,Other
"not a great app compared to the others ,it freezes randomly ,takes a lot to load ,and a lot of errors while sending money ,i stopped using it",1,2025-09-07,Dashen,Google Play,negative,-0.45,Other
bad specialy at weekends,1,2025-09-07,Dashen,Google Play,negative,-0.6999999999999998,Other
"i am very disappointed with the dashin bank super app. the app does not allow me to withdraw 50 birr or cant transfer money and even i cant use it to buy airtime. this makes me feel like my 50 birr is no longer my money, but the banks money, since i cannot access or use it freely. according to the national bank of ethiopia nbe, the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. dashin banks restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play,neutral,-0.0805555555555556,Other
it is good apps but it needs strong network,5,2025-09-06,Dashen,Google Play,positive,0.5666666666666667,Other
very slow,3,2025-09-06,Dashen,Google Play,negative,-0.39000000000000007,Slow Performance
the app doesnt allow to switch between accounts. why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen,Google Play,neutral,0.0,Other
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,Google Play,neutral,0.0,Other
dashin mobile banking is become worest app like others ethiopian bank apps. amole was the best app ever i used. it was so flexible reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen,Google Play,positive,0.5340909090909091,Login Errors
"the app has potential, but the qr payment feature is disappointing. the scanner doesnt work, and even though theres an option to select a qr code from the gallery, it doesnt function either. this makes paying with qr codes almost impossible. fixing this would really improve the app.",3,2025-09-04,Dashen,Google Play,negative,-0.26666666666666666,Feature Requests
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen,Google Play,neutral,-0.05508333333333337,Slow Performance
great,5,2025-09-02,Dashen,Google Play,positive,0.8,Other
super idiot app 1.it forced me to off many of my phone settings like developers option. 2.never works fastly. 3.it needs multiple click. 4. doesnt notify if received money many many more the worst mobile app ever expanded,1,2025-09-01,Dashen,Google Play,neutral,0.043333333333333314,Other
dashin bank,5,2025-08-30,Dashen,Google Play,neutral,0.0,Other
muhaammad bakko,5,2025-08-30,Dashen,Google Play,neutral,0.0,Other
goog,5,2025-08-29,Dashen,Google Play,neutral,0.0,Other
un functional app,1,2025-08-29,Dashen,Google Play,neutral,0.0,Other
trnes far,5,2025-08-27,Dashen,Google Play,neutral,0.1,Other
shimalis,4,2025-08-25,Dashen,Google Play,neutral,0.0,Other
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም,3,2025-08-24,Dashen,Google Play,neutral,0.0,Other
excellent mobile banking digital,5,2025-08-24,Dashen,Google Play,positive,0.5,Other
"excellent, and its truly a super app!",5,2025-08-24,Dashen,Google Play,positive,0.7083333333333333,Other
very nice app,5,2025-08-23,Dashen,Google Play,positive,0.78,Other
cant access as will if its super and cant even access the service when you need its a big failure,1,2025-08-22,Dashen,Google Play,neutral,0.005555555555555554,Other
seche,1,2025-08-22,Dashen,Google Play,neutral,0.0,Other
very fast bank,5,2025-08-22,Dashen,Google Play,positive,0.26,Other
good and well,5,2025-08-22,Dashen,Google Play,positive,0.7,Other
what a bank it is,5,2025-08-22,Dashen,Google Play,neutral,0.0,Other
dashen super app contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen,Google Play,positive,0.3611111111111111,Other
nic,5,2025-08-20,Dashen,Google Play,neutral,0.0,Other
easy to use and the best one,5,2025-08-17,Dashen,Google Play,positive,0.7166666666666667,Other
it is totally work of failure. i personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen,Google Play,neutral,-0.05500000000000001,Other
very good app,5,2025-08-16,Dashen,Google Play,positive,0.9099999999999999,Other
the worst banking app in ethiopia. it forces you to change your pin every three months.,1,2025-08-16,Dashen,Google Play,negative,-1.0,Slow Performance
አሪፍ,5,2025-08-15,Dashen,Google Play,neutral,0.0,Other
best but ussd is necessary,5,2025-08-15,Dashen,Google Play,positive,0.5,Other
"one step forward, ethiopian bank and e commerce industry",5,2025-08-15,Dashen,Google Play,neutral,0.0,Other
still its essay for user,4,2025-08-15,Dashen,Google Play,neutral,0.0,Other
"great app, unfortunately i struggle to use it from outside ethiopia. it tells me vpn enabled please disable vpn to continue using the app. and thats happening without any vpn enabled. i think i will need to switch back to cbe because i need access to my bank account globally.",1,2025-08-15,Dashen,Google Play,neutral,0.06000000000000001,Other
"it was easy enough before. but now it wont even open , why? pls help if possible. the email address you provided under the app support also cant be found by gmail. pls respond.",3,2025-08-14,Dashen,Google Play,positive,0.10833333333333334,Feature Requests
"there are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen,Google Play,neutral,0.0,Feature Requests
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Dashen,Google Play,neutral,0.0,Other
በጣም ችግር አለበት,1,2025-08-14,Dashen,Google Play,neutral,0.0,Other
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen,Google Play,neutral,-0.03333333333333335,Slow Performance
